brand,total,5*,4*,3*,2*,1*,Cif,16,8,1,3,3,1,
Sunsilk,5,3,1,0,0,1,
Sunsilk,24,14,5,2,3,0,
Sunsilk,2111,1254,487,181,79,110,
Sunsilk,6,5,1,0,0,0,
TRESemme,9852,5472,2699,970,303,408,
TRESemme,252,131,50,26,15,30,
TRESemme,893,489,237,97,23,47,
TRESemme,849,520,190,79,25,35,
TRESemme,3988,2399,949,351,103,186,
TRESemme,177,108,40,13,6,10,
TRESemme,1741,1008,432,153,58,90,
TRESemme,3988,2399,949,351,103,186,
TRESemme,1389,740,339,164,48,98,
TRESemme,2529,1628,560,193,41,107,
TRESemme,3528,2125,860,340,94,109,
TRESemme,600,340,144,68,20,28,
TRESemme,11,11,0,0,0,0,
TRESemme,1452,865,338,167,45,37,
TRESemme,3,2,1,0,0,0,
TRESemme,1134,652,276,111,46,49,
TRESemme,7,6,0,0,1,0,
TRESemme,18,7,5,1,1,4,
TRESemme,6,2,4,0,0,0,
TRESemme,479,266,98,38,20,57,
TRESemme,7,2,4,0,0,1,
TRESemme,1626,950,420,161,34,61,
TRESemme,435,257,108,51,6,13,
TRESemme,25,10,4,5,1,5,
TRESemme,11,4,4,3,0,0,
TRESemme,7,7,0,0,0,0,
TRESemme,13,4,4,4,0,1,
TRESemme,38,17,12,3,1,5,
TRESemme,18,11,4,1,1,1,
TRESemme,1937,1096,434,207,78,122,
TRESemme,6,3,2,1,0,0,
TRESemme,528,231,143,89,27,38,
TRESemme,1207,819,252,78,20,38,
Vaseline,6615,4050,1558,560,190,257,
Vaseline,2001,1175,477,197,55,97,
Vaseline,1760,1004,456,168,52,80,
Vaseline,224,149,42,14,7,12,
Vaseline,11674,7089,2707,1037,307,534,
Vaseline,5,5,0,0,0,0,
Vaseline,1444,838,332,153,54,67,
Vaseline,1088,676,263,87,24,38,
Vaseline,2419,1347,535,283,97,157,
Vaseline,15,11,3,0,1,0,
Vaseline,1060,575,253,114,57,61,
Vaseline,841,454,180,105,44,58,
Vaseline,705,430,165,61,21,28,
Vaseline,185,105,44,12,6,18,
Vaseline,5059,2899,1287,494,157,222,
Vaseline,705,430,165,61,21,28,
Vaseline,170,92,37,18,11,12,
Vaseline,1060,575,253,114,57,61,
Vaseline,25,15,6,1,0,3,
Aviance,14,5,3,0,3,3,
Aviance,16,4,1,4,3,4,
Clear,1010,627,223,87,22,51,
Clear,992,627,219,86,22,38,
Clear,371,218,86,36,8,23,
Clear,2411,1499,500,225,74,113,
Clear,2,2,0,0,0,0,
Clear,32,12,9,3,3,5,
Clear,127,74,28,14,4,7,
Clear,179,99,47,21,3,9,
Clear,2200,1262,527,210,87,114,
Clear,24,18,4,1,0,1,
Clear,56,36,8,8,2,2,
Clear,330,159,93,42,12,24,
Clear,3,0,1,1,0,1,
Clear,11,4,0,1,2,4,
Clear,5,3,0,0,1,1,
Clear,132,69,26,13,3,21,
Clear,1819,1121,426,156,55,61,
Closeup,5,4,0,0,0,1,
Closeup,4,0,0,0,2,2,
Closeup,11,6,3,1,0,1,
Closeup,15,9,4,0,1,1,
Closeup,4,1,1,1,0,1,
Closeup,3,2,0,0,0,1,
Closeup,39,11,8,8,4,8,
Pears,5652,3616,1321,421,126,168,
Pears,438,167,90,88,39,54,
Pears,5,3,1,1,0,0,
Pears,3,0,1,1,0,1,
Pears,3,3,0,0,0,0,
Pears,4,2,2,0,0,0,
Pears,4,0,1,0,1,2,
Pears,4,1,1,2,0,0,
Pears,13,5,1,1,0,6,
Pears,7,2,1,1,0,3,
Lakme,7105,3990,1725,847,242,301,
Lakme,14746,8352,3359,1591,574,870,
Lakme,22491,14015,5454,1843,506,673,
Lakme,18046,10133,4553,2081,584,695,
Lakme,5628,2993,1448,668,221,298,
Lakme,18501,10558,4546,1949,582,866,
Lakme,5628,2993,1448,668,221,298,
Lakme,7827,4363,1758,837,359,510,
Lakme,18116,9931,4506,2160,704,815,
Lakme,3207,1691,853,391,122,150,
Lakme,6571,3671,1583,729,242,346,
Lakme,6571,3671,1583,729,242,346,
Lakme,2632,1531,575,290,84,152,
Lakme,7178,4313,1672,707,213,273,
Lakme,210,141,44,15,3,7,
Lakme,20611,11254,5038,2424,868,1027,
Lakme,5109,2810,1229,581,194,295,
Lakme,14071,7610,3665,1595,490,711,
Lakme,7178,4313,1672,707,213,273,
TIGI,22,14,3,5,0,0,
TIGI,81,50,13,5,4,9,
TIGI,78,54,18,1,1,4,
TIGI,12,7,4,0,1,0,
TIGI,86,55,19,3,1,8,
TIGI,16,10,2,1,2,1,
TIGI,21,15,6,0,0,0,
TIGI,4,3,0,0,0,1,
TIGI,7,5,1,0,0,1,
TIGI,6,3,0,2,0,1,
TIGI,76,44,16,9,3,4,
TIGI,19,11,6,0,1,1,
TIGI,10,9,1,0,0,0,
TIGI,11,7,1,1,0,2,
TIGI,18,12,3,3,0,0,
TIGI,10,9,1,0,0,0,
TIGI,11,9,2,0,0,0,
TIGI,76,48,17,6,1,4,
TIGI,3,3,0,0,0,0,
TIGI,8,6,0,2,0,0,
TIGI,54,26,13,7,4,4,
TIGI,27,13,7,5,1,1,
TIGI,23,14,5,2,1,1,
TIGI,5,2,1,1,0,1,
TIGI,3,3,0,0,0,0,
TIGI,36,24,6,1,4,1,
TIGI,6,3,1,2,0,0,
TIGI,14,10,2,0,1,1,
TIGI,14,6,4,2,1,1,
Toni&Guy,216,107,42,33,12,22,
Toni&Guy,5,2,0,2,0,1,
Toni&Guy,58,30,11,4,5,8,
Toni&Guy,202,104,49,23,11,15,
Toni&Guy,4,3,1,0,0,0,
Toni&Guy,26,11,6,3,0,6,
Toni&Guy,7,6,0,0,0,1,
Toni&Guy,1,0,0,0,0,1,
Toni&Guy,243,120,62,34,14,13,
Toni&Guy,10,4,3,0,0,3,
Toni&Guy,4,1,1,1,0,1,
Toni&Guy,282,122,64,53,13,30,
Brylcreem,112,49,26,15,4,18,
Brylcreem,406,225,79,51,20,31,
Brylcreem,54,26,13,5,7,3,
Brylcreem,403,234,69,44,23,33,
Brylcreem,211,107,53,29,8,14,
Brylcreem,14,7,4,1,1,1,
Brylcreem,8,4,3,0,1,0,
Brylcreem,5,0,2,0,3,0,
Brylcreem,50,29,9,7,1,4,
Brylcreem,18,13,3,1,1,0,
Brylcreem,130,68,40,17,2,3,
Brylcreem,15,8,1,1,2,3,
Brylcreem,13,7,3,3,0,0,
Brylcreem,24,13,4,4,1,2,
Brylcreem,71,32,17,8,4,10,
Brylcreem,11,7,0,2,0,2,
Brylcreem,22,13,6,1,0,2,
Brylcreem,12,7,2,2,0,1,
Brylcreem,34,19,4,5,1,5,
Brylcreem,22,12,4,5,1,0,
Brylcreem,6,5,0,0,0,1,
Brylcreem,156,63,38,20,12,23,
Brylcreem,9,3,3,1,0,2,
Brylcreem,22,12,5,3,1,1,
Brylcreem,41,13,6,14,2,6,
Brylcreem,229,118,53,36,8,14,
Brylcreem,40,23,9,3,2,3,
Clinic Plus,416,256,80,39,11,30,
Clinic Plus,90,45,22,12,5,6,
Clinic Plus,9,4,3,0,1,1,
Clinic Plus,83,48,19,4,3,9,
Clinic Plus,2077,1237,440,212,73,115,
Clinic Plus,15,8,2,0,0,5,
Clinic Plus,8,4,0,1,0,3,
Clinic Plus,5,4,0,0,0,1,
Clinic Plus,5,3,1,0,0,1,
Clinic Plus,3,1,1,0,0,1,
Clinic Plus,3,3,0,0,0,0,
Clinic Plus,416,256,80,39,11,30,
Clinic Plus,14,9,1,1,1,2,
Clinic Plus,68,35,16,6,2,9,
Clinic Plus,3,3,0,0,0,0,
Clinic Plus,943,502,217,107,47,70,
Elle 18,48,28,13,2,2,3,
Elle 18,18,9,3,3,2,1,
Elle 18,2040,1171,501,215,62,91,
Elle 18,137,73,37,15,4,8,
Elle 18,95,50,28,8,2,7,
Elle 18,99,53,21,12,7,6,
Elle 18,90,47,22,15,2,4,
Hamam,5,1,3,0,0,1,
Hamam,7,6,1,0,0,0,
Hamam,9,5,2,1,0,1,
Hamam,1,0,0,0,0,1,
Hamam,10,4,1,2,1,2,
Indulekha,261,114,50,40,22,35,
Indulekha,354,169,60,27,24,74,
Indulekha,319,153,54,35,24,53,
Indulekha,129,45,23,15,11,35,
Indulekha,1071,520,191,128,61,171,
Indulekha,419,198,96,48,31,46,
Indulekha,57,29,9,3,8,8,
Indulekha,439,183,68,51,34,103,
Indulekha,20,7,6,2,1,4,
Indulekha,31,13,6,4,3,5,
Indulekha,8,4,1,1,1,1,
Indulekha,2704,1215,589,347,165,388,
Indulekha,74,37,13,6,2,16,
Indulekha,1046,498,168,119,72,189,
Indulekha,1186,528,222,171,72,193,
Indulekha,32,12,9,6,2,3,
Indulekha,14,8,2,0,2,2,
Indulekha,66,33,10,6,6,11,
Indulekha,2895,1341,452,323,207,572,
Indulekha,3185,1438,649,384,192,522,
Indulekha,73,33,13,9,4,14,
Indulekha,184,75,34,26,14,35,
Indulekha,227,110,41,35,11,30,
Indulekha,586,284,97,75,30,100,
Indulekha,46,19,13,8,2,4,
Lever ayush,241,146,47,28,8,12,
Lever ayush,432,229,116,53,17,17,
Lever ayush,12,6,4,1,0,1,
Lever ayush,20,11,2,0,1,6,
Liril,239,134,62,25,11,7,
Liril,66,37,12,6,4,7,
Liril,74,30,13,11,8,12,
Liril,70,39,10,13,2,6,
Liril,3,1,0,1,0,1,
Pure Derm,254,139,58,27,12,18,
Pure Derm,10,5,2,1,1,1,
Pure Derm,5,3,1,0,0,1,
Pure Derm,1,0,1,0,0,0,
PureIT,82,49,21,5,3,4,
PureIT,218,127,47,11,7,26,
PureIT,379,200,93,25,11,50,
PureIT,65,33,18,7,1,6,
PureIT,48,25,11,6,2,4,
PureIT,18,9,4,1,0,4,
PureIT,32,14,11,3,2,2,
PureIT,62,30,12,4,7,9,
PureIT,147,65,38,13,4,27,
PureIT,40,17,10,3,3,7,
PureIT,235,122,62,17,9,25,
PureIT,321,183,73,30,7,28,
PureIT,5,3,1,1,0,0,
PureIT,35,13,9,3,4,6,
PureIT,38,17,7,6,4,4,
PureIT,8,4,2,0,1,1,
PureIT,3,0,3,0,0,0,
PureIT,268,123,65,27,21,32,
PureIT,46,21,12,4,1,8,
PureIT,8,4,2,0,0,2,
PureIT,106,56,18,12,3,17,
PureIT,537,292,146,49,17,33,
PureIT,32,13,13,3,0,3,
