brand,total,5*,4*,3*,2*,1*,
TRESemme,8,6,1,0,0,1,
TRESemme,3,2,1,0,0,0,
TRESemme,44,29,6,4,1,4,
TRESemme,23,8,8,2,2,3,
TRESemme,9,4,3,1,0,1,
TRESemme,1195,810,252,76,20,37,
Vaseline,6571,4028,1545,556,187,255,
Vaseline,11633,7065,2696,1036,304,532,
Vaseline,11633,7065,2696,1036,304,532,
Vaseline,1433,832,330,150,54,67,
Vaseline,1433,832,330,150,54,67,
Vaseline,2001,1175,477,197,55,97,
Vaseline,216,143,41,14,7,11,
Vaseline,1050,567,250,115,57,61,
Vaseline,1084,674,262,86,24,38,
Vaseline,1726,981,449,165,52,79,
Vaseline,3772,2141,896,405,136,194,
Vaseline,2400,1334,531,281,97,157,
Vaseline,1050,567,250,115,57,61,
Vaseline,2017,1202,479,209,58,69,
Vaseline,58,33,13,4,3,5,
Vaseline,182,104,43,12,6,17,
Vaseline,58,33,13,4,3,5,
Vaseline,11,9,1,1,0,0,
Vaseline,8,4,1,0,2,1,
Vaseline,16,9,2,3,1,1,
Vaseline,170,92,37,18,11,12,
Vaseline,110,67,27,7,3,6,
Vaseline,15,7,3,3,1,1,
Vaseline,198,105,40,29,10,14,
Vaseline,216,143,41,14,7,11,
Vaseline,45,31,9,1,0,4,
Aviance,14,5,3,0,3,3,
Aviance,16,4,1,4,3,4,
Clear,988,612,218,85,22,51,
Clear,963,604,216,84,22,37,
Clear,362,214,81,36,8,23,
Clear,25,11,4,5,1,4,
Clear,2338,1456,486,218,72,106,
Clear,2170,1243,520,208,87,112,
Clear,166,94,41,18,3,10,
Clear,32,12,9,3,3,5,
Clear,324,157,90,41,12,24,
Clear,2,2,0,0,0,0,
Clear,5,3,0,0,1,1,
Clear,55,35,8,8,2,2,
Clear,21,16,3,1,0,1,
Clear,1814,1117,425,156,56,60,
Clear,503,336,108,36,11,12,
Clear,142,58,25,13,13,33,
Closeup,9,5,2,1,0,1,
Closeup,3,0,1,1,0,1,
Closeup,3,2,0,0,0,1,
Closeup,5,4,0,0,0,1,
Closeup,4,0,0,0,2,2,
Closeup,14,8,4,0,1,1,
Fair & Lovely,3144,1766,702,346,127,203,
Pears,3,3,0,0,0,0,
Pears,1227,726,299,121,37,44,
Pears,2117,1275,480,201,71,90,
Pears,51,17,11,8,2,13,
Pears,4,2,2,0,0,0,
Pears,292,158,66,41,10,17,
Pears,4,1,1,2,0,0,
Pears,29,14,9,2,1,3,
Pears,4,0,1,0,1,2,
Pears,7,2,1,1,0,3,
Pears,3,1,2,0,0,0,
Lakme,14505,8219,3298,1566,568,854,
Lakme,860,463,218,100,39,40,
Lakme,197,91,32,25,17,32,
Lakme,17752,9733,4415,2109,693,802,
Lakme,18327,10460,4496,1938,580,853,
Lakme,20371,11118,4979,2400,861,1013,
Lakme,6415,3566,1550,716,241,342,
Lakme,7728,4325,1722,825,354,502,
Lakme,2322,1384,528,236,77,97,
Lakme,1008,586,191,99,41,91,
Lakme,9181,5095,2346,957,310,473,
Lakme,1196,723,264,116,40,53,
Lakme,11282,6360,2671,1231,408,612,
Lakme,2597,1511,566,288,82,150,
Lakme,5441,2879,1398,650,219,295,
Lakme,21430,10090,4726,2853,1218,2543,
Lakme,4077,2262,1036,467,139,173,
Lakme,3497,2095,884,336,85,97,
Lakme,1597,897,374,165,51,110,
Lakme,2837,1493,714,366,114,150,
Lakme,194,129,40,16,2,7,
TIGI,80,50,13,5,4,8,
TIGI,21,14,3,4,0,0,
TIGI,25,15,6,0,0,4,
TIGI,31,18,7,1,2,3,
TIGI,6,3,0,2,0,1,
TIGI,38,25,5,5,0,3,
TIGI,28,21,5,1,0,1,
TIGI,9,4,3,1,1,0,
TIGI,4,2,1,0,1,0,
TIGI,21,14,3,1,0,3,
TIGI,76,48,17,6,1,4,
TIGI,5,3,1,1,0,0,
TIGI,14,6,4,2,1,1,
TIGI,14,7,2,2,0,3,
TIGI,9,5,3,0,1,0,
TIGI,12,7,1,1,1,2,
TIGI,9,6,2,1,0,0,
TIGI,3,3,0,0,0,0,
TIGI,75,44,16,8,3,4,
TIGI,19,11,6,0,1,1,
TIGI,27,13,7,5,1,1,
TIGI,34,21,8,2,0,3,
TIGI,11,7,1,1,0,2,
TIGI,22,11,5,1,2,3,
TIGI,20,11,4,1,1,3,
TIGI,4,0,1,0,0,3,
TIGI,48,25,9,7,2,5,
TIGI,3,2,1,0,0,0,
TIGI,86,55,19,3,1,8,
TIGI,4,2,1,1,0,0,
TIGI,41,26,8,3,0,4,
TIGI,23,14,5,2,1,1,
TIGI,9,6,2,0,0,1,
Toni&Guy,5,3,0,1,0,1,
Toni&Guy,3,2,1,0,0,0,
Toni&Guy,215,106,42,33,12,22,
Toni&Guy,26,11,6,3,0,6,
Toni&Guy,243,120,62,34,14,13,
Toni&Guy,5,2,0,2,0,1,
Toni&Guy,211,117,53,24,7,10,
Toni&Guy,201,104,49,23,11,14,
Toni&Guy,58,30,11,4,5,8,
Toni&Guy,3,2,0,0,0,1,
Toni&Guy,10,4,3,0,0,3,
Toni&Guy,4,1,1,1,0,1,
Toni&Guy,3,1,1,0,0,1,
Toni&Guy,282,122,64,53,13,30,
Brylcreem,156,63,38,20,12,23,
Brylcreem,14,7,4,1,1,1,
Brylcreem,228,118,53,36,7,14,
Brylcreem,23,11,5,3,1,3,
Brylcreem,22,12,5,3,1,1,
Brylcreem,13,7,3,3,0,0,
Brylcreem,22,12,4,5,1,0,
Brylcreem,3,2,0,1,0,0,
Brylcreem,210,107,52,29,8,14,
Brylcreem,15,8,1,1,2,3,
Brylcreem,24,13,4,4,1,2,
Brylcreem,70,32,17,8,4,9,
Brylcreem,18,13,3,1,1,0,
Brylcreem,112,49,26,15,4,18,
Brylcreem,34,19,4,5,1,5,
Brylcreem,402,233,69,44,23,33,
Brylcreem,36,17,7,2,3,7,
Brylcreem,9,3,3,1,0,2,
Brylcreem,5,0,2,0,3,0,
Brylcreem,20,12,5,1,0,2,
Brylcreem,52,25,13,4,7,3,
Brylcreem,50,29,9,7,1,4,
Brylcreem,41,13,6,14,2,6,
Brylcreem,191,105,35,25,12,14,
Brylcreem,24,19,4,0,0,1,
Brylcreem,6,5,0,0,0,1,
Brylcreem,12,7,2,2,0,1,
Brylcreem,119,60,38,17,1,3,
Brylcreem,370,209,69,46,19,27,
Elle 18,59,24,17,10,4,4,
Elle 18,2020,1159,494,214,62,91,
Elle 18,70,33,15,9,2,11,
Hamam,9,5,2,1,0,1,
Hamam,7,6,1,0,0,0,
Hamam,10,4,1,2,1,2,
Hamam,1,0,0,0,0,1,
Indulekha,2036,922,361,243,122,388,
Indulekha,2852,1330,446,316,202,558,
Indulekha,56,26,10,6,2,12,
Indulekha,9,6,1,0,1,1,
Indulekha,75,41,10,11,4,9,
Indulekha,41,17,12,6,2,4,
Indulekha,12,8,3,0,0,1,
Indulekha,31,12,8,6,2,3,
Indulekha,129,45,23,15,11,35,
Indulekha,65,33,10,5,6,11,
Indulekha,49,26,8,3,5,7,
Indulekha,95,49,16,12,3,15,
Indulekha,112,56,20,11,7,18,
Indulekha,7,5,1,0,1,0,
Indulekha,410,176,61,46,30,97,
Indulekha,1049,477,193,129,56,194,
Indulekha,516,252,89,57,21,97,
Lever ayush,12,6,4,1,0,1,
Lever ayush,424,227,114,52,16,15,
Lever ayush,36,21,9,1,2,3,
Lever ayush,234,142,46,27,8,11,
Lever ayush,19,11,2,0,1,5,
Liril,56,32,11,5,3,5,
Liril,74,30,13,11,8,12,
Liril,350,197,80,47,11,15,
Liril,67,37,10,12,2,6,
Liril,4,1,0,0,1,2,
Pure Derm,6,2,2,0,0,2,
Pure Derm,4,2,1,0,0,1,
Pure Derm,10,5,2,1,1,1,
Pure Derm,1,0,1,0,0,0,
Pure IT,77,44,21,5,3,4,
Pure IT,376,199,93,24,11,49,
Pure IT,45,24,10,6,1,4,
Pure IT,234,121,62,17,9,25,
Pure IT,216,126,46,11,7,26,
Pure IT,65,33,18,7,1,6,
Pure IT,5,3,1,1,0,0,
Pure IT,35,13,9,3,4,6,
Pure IT,268,123,65,27,21,32,
Pure IT,62,30,12,4,7,9,
Pure IT,32,14,11,3,2,2,
Pure IT,40,17,10,3,3,7,
Pure IT,38,17,7,6,4,4,
Pure IT,18,9,4,1,0,4,
Pure IT,3,0,3,0,0,0,
Pure IT,8,4,2,0,1,1,
Pure IT,319,182,73,30,7,27,
Pure IT,46,21,12,4,1,8,
Pure IT,106,56,18,12,3,17,
Pure IT,8,4,2,0,0,2,
Pure IT,145,63,38,13,4,27,
Pure IT,537,292,146,49,17,33,
Pure IT,92,36,26,9,1,20,
