brand,total,5*,4*,3*,2*,1*,
TRESemme,1832,1030,473,209,54,66,
TRESemme,1090,635,257,107,42,49,
TRESemme,11,2,4,4,0,1,
TRESemme,8,6,1,0,1,0,
TRESemme,1917,1081,430,205,76,125,
TRESemme,460,254,93,38,20,55,
TRESemme,3,2,0,0,1,0,
TRESemme,37,17,12,2,1,5,
TRESemme,1481,868,383,144,28,58,
TRESemme,408,183,105,67,18,35,
TRESemme,7,6,1,0,0,0,
TRESemme,3,2,1,0,0,0,
TRESemme,41,26,6,4,1,4,
TRESemme,22,7,8,2,2,3,
TRESemme,8,3,3,1,0,1,
TRESemme,1173,793,249,73,21,37,
Vaseline,6417,3947,1502,539,182,247,
Vaseline,11513,6980,2677,1023,301,532,
Vaseline,1377,795,318,147,50,67,
Vaseline,1990,1168,476,195,54,97,
Vaseline,198,129,39,14,7,9,
Vaseline,1020,557,235,111,57,60,
Vaseline,1076,670,259,86,24,37,
Vaseline,1635,934,424,156,48,73,
Vaseline,3705,2102,877,401,133,192,
Vaseline,2330,1302,508,273,96,151,
Vaseline,1020,557,235,111,57,60,
Vaseline,1988,1188,469,206,59,66,
Vaseline,53,31,12,4,3,3,
Vaseline,178,102,41,12,7,16,
Vaseline,53,31,12,4,3,3,
Vaseline,9,7,1,1,0,0,
Vaseline,6,3,1,0,2,0,
Vaseline,13,7,2,3,1,0,
Vaseline,169,93,36,17,11,12,
Vaseline,106,64,26,7,3,6,
Vaseline,15,7,3,3,1,1,
Vaseline,198,105,39,29,10,15,
Vaseline,198,129,39,14,7,9,
Vaseline,43,29,9,1,0,4,
Aviance,14,5,3,0,3,3,
Aviance,16,4,1,4,3,4,
Clear,919,560,206,79,21,53,
Clear,896,567,195,75,21,38,
Clear,338,203,70,36,7,22,
Clear,18,9,2,4,1,2,
Clear,2072,1284,432,193,65,98,
Clear,1994,1134,486,191,81,102,
Clear,127,72,32,15,2,6,
Clear,32,12,9,3,3,5,
Clear,301,150,85,38,10,18,
Clear,2,2,0,0,0,0,
Clear,3,2,0,0,1,0,
Clear,53,35,8,7,1,2,
Clear,14,11,3,0,0,0,
Clear,1805,1113,426,152,54,60,
Clear,480,320,105,33,10,12,
Clear,142,58,25,13,13,33,
Closeup,9,5,2,1,0,1,
Closeup,3,0,1,1,0,1,
Closeup,3,2,0,0,0,1,
Closeup,5,4,0,0,0,1,
Closeup,4,0,0,0,2,2,
Closeup,10,7,2,0,1,0,
Fair & Lovely,2979,1655,670,327,127,200,
Pears,3,3,0,0,0,0,
Pears,1133,672,275,108,35,43,
Pears,1888,1150,420,173,65,80,
Pears,51,17,11,8,2,13,
Pears,4,2,2,0,0,0,
Pears,269,144,63,38,10,14,
Pears,4,1,1,2,0,0,
Pears,26,13,9,2,0,2,
Pears,4,0,1,0,1,2,
Pears,5,1,1,0,0,3,
Pears,3,1,2,0,0,0,
Lakme,13619,7691,3114,1467,538,809,
Lakme,680,358,173,84,32,33,
Lakme,182,80,31,24,16,31,
Lakme,16565,9068,4135,1955,653,754,
Lakme,17627,10038,4319,1876,565,829,
Lakme,19450,10598,4749,2300,833,970,
Lakme,6048,3324,1466,694,235,329,
Lakme,7266,4070,1627,767,322,480,
Lakme,2096,1236,484,218,66,92,
Lakme,974,564,186,94,39,91,
Lakme,8929,4948,2272,934,307,468,
Lakme,1056,641,236,94,39,46,
Lakme,10924,6148,2593,1186,395,602,
Lakme,2481,1431,542,285,81,142,
Lakme,5043,2680,1278,600,204,281,
Lakme,21018,9847,4634,2812,1202,2523,
Lakme,3893,2147,992,455,132,167,
Lakme,3379,2019,857,326,78,99,
Lakme,1511,851,349,159,46,106,
Lakme,2662,1393,665,351,106,147,
Lakme,138,94,29,10,2,3,
TIGI,78,49,12,4,5,8,
TIGI,21,14,3,4,0,0,
TIGI,25,15,6,0,0,4,
TIGI,31,18,7,1,2,3,
TIGI,5,2,0,2,0,1,
TIGI,37,24,5,5,0,3,
TIGI,26,20,4,1,0,1,
TIGI,9,4,3,1,1,0,
TIGI,4,2,1,0,1,0,
TIGI,21,14,3,1,0,3,
TIGI,74,48,16,6,1,3,
TIGI,5,3,1,1,0,0,
TIGI,14,6,4,2,1,1,
TIGI,14,7,2,2,0,3,
TIGI,8,4,3,0,1,0,
TIGI,12,7,1,1,1,2,
TIGI,9,6,2,1,0,0,
TIGI,3,3,0,0,0,0,
TIGI,75,44,16,8,3,4,
TIGI,19,11,6,0,1,1,
TIGI,27,13,7,5,1,1,
TIGI,34,21,8,2,0,3,
TIGI,11,7,1,1,0,2,
TIGI,23,11,5,1,2,4,
TIGI,20,11,4,1,1,3,
TIGI,4,0,1,0,0,3,
TIGI,48,25,9,7,2,5,
TIGI,3,2,1,0,0,0,
TIGI,81,52,17,3,1,8,
TIGI,4,2,1,1,0,0,
TIGI,40,25,8,3,0,4,
TIGI,22,13,5,2,1,1,
TIGI,9,6,2,0,0,1,
Toni&Guy,3,2,0,1,0,0,
Toni&Guy,3,2,1,0,0,0,
Toni&Guy,211,104,40,33,12,22,
Toni&Guy,24,11,5,2,0,6,
Toni&Guy,242,119,62,34,14,13,
Toni&Guy,4,2,0,1,0,1,
Toni&Guy,210,116,53,24,7,10,
Toni&Guy,201,104,49,23,11,14,
Toni&Guy,56,28,11,4,5,8,
Toni&Guy,3,2,0,0,0,1,
Toni&Guy,10,5,3,0,0,2,
Toni&Guy,4,1,1,1,0,1,
Toni&Guy,3,1,1,0,0,1,
Toni&Guy,283,122,64,53,13,31,
Brylcreem,154,63,36,20,12,23,
Brylcreem,14,7,4,1,1,1,
Brylcreem,223,118,51,34,7,13,
Brylcreem,22,11,5,3,1,2,
Brylcreem,19,10,4,3,1,1,
Brylcreem,13,7,3,3,0,0,
Brylcreem,20,11,4,5,0,0,
Brylcreem,2,2,0,0,0,0,
Brylcreem,210,107,52,29,8,14,
Brylcreem,15,8,1,1,2,3,
Brylcreem,24,13,4,4,1,2,
Brylcreem,68,31,17,7,4,9,
Brylcreem,16,12,2,1,1,0,
Brylcreem,112,49,26,15,4,18,
Brylcreem,33,18,4,5,1,5,
Brylcreem,402,233,70,43,23,33,
Brylcreem,36,17,7,2,3,7,
Brylcreem,9,3,3,1,0,2,
Brylcreem,5,0,2,0,3,0,
Brylcreem,20,12,5,1,0,2,
Brylcreem,47,23,13,3,6,2,
Brylcreem,49,28,9,7,1,4,
Brylcreem,41,13,6,14,2,6,
Brylcreem,191,105,35,25,12,14,
Brylcreem,24,18,5,0,0,1,
Brylcreem,6,5,0,0,0,1,
Brylcreem,12,7,2,2,0,1,
Brylcreem,90,49,24,14,1,2,
Brylcreem,286,164,54,32,14,22,
Elle 18,55,21,18,9,4,3,
Elle 18,2002,1150,492,209,59,92,
Elle 18,51,23,9,7,2,10,
Hamam,8,4,2,1,0,1,
Hamam,7,6,1,0,0,0,
Hamam,9,3,1,2,1,2,
Hamam,1,0,0,0,0,1,
Indulekha,1855,826,323,222,115,369,
Indulekha,2782,1302,440,311,197,532,
Indulekha,26,15,4,3,0,4,
Indulekha,3,2,0,0,0,1,
Indulekha,62,35,9,7,4,7,
Indulekha,34,16,11,6,0,1,
Indulekha,7,5,2,0,0,0,
Indulekha,21,10,6,3,0,2,
Indulekha,129,45,23,15,11,35,
Indulekha,54,26,10,4,5,9,
Indulekha,41,20,8,1,5,7,
Indulekha,92,47,16,12,3,14,
Indulekha,108,53,19,11,8,17,
Indulekha,6,4,1,0,1,0,
Indulekha,283,122,43,30,23,65,
Indulekha,944,431,178,115,53,167,
Indulekha,455,232,77,47,20,79,
Lever ayush,12,6,4,1,0,1,
Lever ayush,383,207,105,49,10,12,
Lever ayush,34,19,9,2,2,2,
Lever ayush,200,119,41,23,8,9,
Lever ayush,17,11,0,0,1,5,
Liril,36,19,7,3,2,5,
Liril,63,29,11,8,6,9,
Liril,276,157,64,35,7,13,
Liril,52,27,7,12,1,5,
Liril,3,1,0,0,1,1,
Pure Derm,5,2,2,0,0,1,
Pure Derm,4,2,1,0,0,1,
Pure Derm,10,5,2,1,1,1,
Pure Derm,1,0,1,0,0,0,
Pure IT,64,36,17,5,3,3,
Pure IT,373,201,90,24,11,47,
Pure IT,38,21,8,4,1,4,
Pure IT,230,119,59,17,9,26,
Pure IT,209,121,45,11,7,25,
Pure IT,60,31,15,7,1,6,
Pure IT,4,3,0,1,0,0,
Pure IT,33,12,9,3,4,5,
Pure IT,268,123,65,27,21,32,
Pure IT,62,30,12,4,7,9,
Pure IT,32,14,11,3,2,2,
Pure IT,41,17,10,3,4,7,
Pure IT,38,17,7,6,4,4,
Pure IT,18,9,4,1,0,4,
Pure IT,3,0,3,0,0,0,
Pure IT,8,4,2,0,1,1,
Pure IT,314,179,72,30,7,26,
Pure IT,46,21,12,4,1,8,
Pure IT,106,56,18,12,2,18,
Pure IT,5,2,2,0,0,1,
Pure IT,143,63,37,13,4,26,
Pure IT,540,293,147,49,17,34,
Pure IT,87,35,23,9,1,19,
