brand,total,5*,4*,3*,2*,1*,
Cif,16,8,1,3,3,1,
Cif,8,6,1,1,0,0,
Cif,4,3,0,0,0,1,
Cif,5,1,1,2,0,1,
Cif,23,15,4,0,0,4,
Cif,4,3,1,0,0,0,
Cif,58,31,14,8,1,4,
Cif,16,11,3,0,1,1,
Cif,5,3,1,1,0,0,
Cif,29,18,6,4,0,1,
Cif,5,3,0,0,0,2,
Cif,12,7,4,1,0,0,
Cif,3,3,0,0,0,0,
Cif,76,45,16,7,2,6,
Cif,4,2,1,1,0,0,
Cif,12,7,3,1,0,1,
Cif,20,10,7,3,0,0,
Cif,13,6,3,2,0,2,
Cif,76,44,17,10,4,1,
Comfort,66,34,19,9,1,3,
Comfort,27,16,3,5,2,1,
Comfort,451,199,126,68,31,27,
Comfort,35,14,8,4,3,6,
Comfort,19,9,6,2,1,1,
Comfort,4,4,0,0,0,0,
Domex,3,0,2,0,1,0,
Domex,4,3,0,1,0,0,
Domex,3,2,1,0,0,0,
Rin,36,24,1,1,1,9,
Rin,36,24,1,1,1,9,
Rin,7,6,1,0,0,0,
Rin,46,24,10,4,2,6,
Rin,18,8,2,3,3,2,
Rin,8,4,0,1,0,3,
Rin,22,8,6,2,1,5,
Rin,15,7,3,1,1,3,
Rin,22,9,2,4,2,5,
Rin,5,2,0,0,1,2,
Surf Excel,51,33,4,4,2,8,
Surf Excel,38,18,8,5,2,5,
Surf Excel,18,10,5,3,0,0,
Surf Excel,69,39,9,7,3,11,
Surf Excel,27,16,6,3,1,1,
Surf Excel,14,8,5,1,0,0,
Surf Excel,5,3,1,1,0,0,
Surf Excel,116,72,15,12,4,13,
Surf Excel,66,34,15,10,0,7,
Surf Excel,27,18,1,5,1,2,
Surf Excel,7,6,0,0,0,1,
Surf Excel,4,1,1,0,1,1,
Surf Excel,7,3,2,0,2,0,
Surf Excel,21,8,2,3,0,8,
Surf Excel,4,0,1,1,0,2,
Surf Excel,8,5,1,0,0,2,
Surf Excel,27,13,1,2,3,8,
Surf Excel,51,34,10,1,1,5,
Surf Excel,31,15,9,3,2,2,
Surf Excel,10,6,0,1,0,3,
Surf Excel,21,7,2,2,2,8,
Surf Excel,12,7,3,0,0,2,
Surf Excel,18,7,2,1,3,5,
Surf Excel,18,7,2,1,3,5,
Surf Excel,18,7,2,1,3,5,
Surf Excel,47,19,6,3,3,16,
Surf Excel,47,19,6,3,3,16,
Axe,401,151,52,46,28,124,
Axe,310,161,44,24,14,67,
Axe,48,30,15,3,0,0,
Axe,79,47,5,7,5,15,
Axe,13,7,3,2,0,1,
Axe,107,45,10,16,9,27,
Axe,75,29,12,10,5,19,
Axe,36,21,4,2,3,6,
Axe,11,4,0,1,2,4,
Axe,5,4,0,0,1,0,
Axe,7,6,0,0,0,1,
Axe,45,21,7,2,4,11,
Axe,9,4,1,1,1,2,
Axe,326,159,77,49,16,25,
Axe,19,9,5,1,2,2,
Axe,8,8,0,0,0,0,
Axe,4,3,1,0,0,0,
Axe,9,4,1,3,0,1,
Axe,5,1,2,2,0,0,
Axe,923,538,229,94,30,32,
Axe,111,60,21,9,7,14,
Axe,713,374,152,96,34,57,
Dove,8202,5722,1673,514,115,178,
Dove,9,5,2,1,0,1,
Dove,7843,4316,1795,811,325,596,
Dove,1606,939,377,186,42,62,
Dove,250,146,43,39,12,10,
Dove,48,32,11,5,0,0,
Dove,2456,1528,573,212,48,95,
Dove,167,101,40,13,4,9,
Dove,1213,721,288,134,32,38,
Dove,6,4,1,1,0,0,
Dove,622,341,155,74,19,33,
Dove,988,604,218,99,30,37,
Dove,2871,1819,669,226,79,78,
Dove,115,65,34,14,0,2,
Dove,192,104,44,26,5,13,
Dove,17,12,3,2,0,0,
Dove,783,387,151,102,47,96,
Dove,69,40,15,6,4,4,
Dove,3,3,0,0,0,0,
Lifebuoy,18,10,4,1,1,2,
Lifebuoy,6,5,0,1,0,0,
Lifebuoy,8,3,2,0,1,2,
Lifebuoy,4,3,0,1,0,0,
Lifebuoy,8,6,0,0,1,1,
Lifebuoy,5,2,0,2,0,1,
Lux,831,509,199,76,21,26,
Lux,397,231,99,43,6,18,
Lux,4,1,2,0,0,1,
Lux,548,294,132,64,28,30,
Lux,6,1,0,2,0,3,
Lux,290,163,70,39,4,14,
Lux,3,2,0,0,0,1,
Lux,4,1,0,0,1,2,
Lux,306,168,57,49,17,15,
Lux,6,1,1,0,1,3,
Pepsodent,5,1,0,0,0,4,
Ponds,248,138,58,24,10,18,
Ponds,391,187,110,59,20,15,
Ponds,3,0,1,0,0,2,
Ponds,3,1,1,0,1,0,
Ponds,8,2,3,1,2,0,
Ponds,7,3,1,1,0,2,
Ponds,82,47,19,7,1,8,
Ponds,11,7,0,2,0,2,
Ponds,1915,1078,476,207,67,87,
Ponds,77,43,23,5,1,5,
Ponds,2705,1574,640,307,81,103,
Ponds,19,10,3,2,0,4,
Ponds,6,2,2,1,0,1,
Ponds,2491,1543,558,228,59,103,
Ponds,16,10,2,2,1,1,
Sunsilk,4508,2723,967,468,155,195,
Sunsilk,2232,1271,473,276,90,122,
Sunsilk,2819,1700,591,289,103,136,
Sunsilk,1724,917,426,212,68,101,
Sunsilk,3,1,0,1,0,1,
Sunsilk,150,98,21,12,7,12,
Sunsilk,142,104,17,12,1,8,
Sunsilk,53,33,11,5,2,2,
Sunsilk,17,12,3,1,0,1,
Sunsilk,8,6,1,0,0,1,
Sunsilk,68,35,22,3,3,5,
Sunsilk,7,4,1,0,1,1,
Sunsilk,15,8,2,3,0,2,
Sunsilk,64,40,12,6,2,4,
Sunsilk,5,3,1,0,0,1,
Sunsilk,24,14,5,2,3,0,
Sunsilk,2108,1252,486,181,79,110,
Sunsilk,6,5,1,0,0,0,
TRESemme,9838,5467,2694,969,301,407,
TRESemme,252,131,50,26,15,30,
TRESemme,893,489,237,97,23,47,
TRESemme,848,519,190,79,25,35,
TRESemme,3984,2394,950,351,103,186,
TRESemme,176,107,40,13,6,10,
TRESemme,1741,1008,432,153,58,90,
TRESemme,3984,2394,950,351,103,186,
TRESemme,1389,740,339,164,48,98,
TRESemme,2529,1628,560,193,41,107,
TRESemme,3519,2118,858,340,94,109,
TRESemme,600,340,144,68,20,28,
TRESemme,10,10,0,0,0,0,
TRESemme,1452,865,338,167,45,37,
TRESemme,3,2,1,0,0,0,
TRESemme,1133,652,275,111,46,49,
TRESemme,7,6,0,0,1,0,
TRESemme,18,7,5,1,1,4,
TRESemme,6,2,4,0,0,0,
TRESemme,479,266,98,38,20,57,
TRESemme,7,2,4,0,0,1,
TRESemme,1620,947,417,161,34,61,
TRESemme,434,256,108,51,6,13,
TRESemme,25,10,4,5,1,5,
TRESemme,11,4,4,3,0,0,
TRESemme,7,7,0,0,0,0,
TRESemme,13,4,4,4,0,1,
TRESemme,38,17,12,3,1,5,
TRESemme,18,11,4,1,1,1,
TRESemme,1937,1096,434,207,78,122,
TRESemme,6,3,2,1,0,0,
TRESemme,527,230,143,89,27,38,
TRESemme,1207,819,252,78,20,38,
Vaseline,6612,4049,1557,559,190,257,
Vaseline,2001,1175,477,197,55,97,
Vaseline,1759,1003,456,168,52,80,
Vaseline,224,149,42,14,7,12,
Vaseline,11670,7087,2706,1037,306,534,
Vaseline,5,5,0,0,0,0,
Vaseline,1443,837,332,153,54,67,
Vaseline,1086,674,263,87,24,38,
Vaseline,2418,1347,534,283,97,157,
Vaseline,15,11,3,0,1,0,
Vaseline,1059,574,253,114,57,61,
Vaseline,841,454,180,105,44,58,
Vaseline,705,430,165,61,21,28,
Vaseline,185,105,44,12,6,18,
Vaseline,5054,2897,1286,493,156,222,
Vaseline,705,430,165,61,21,28,
Vaseline,170,92,37,18,11,12,
Vaseline,1059,574,253,114,57,61,
Vaseline,24,14,6,1,0,3,
Aviance,14,5,3,0,3,3,
Aviance,16,4,1,4,3,4,
Clear,1009,628,222,86,22,51,
Clear,989,625,218,86,22,38,
Clear,370,217,86,36,8,23,
Clear,2400,1491,497,225,74,113,
Clear,2,2,0,0,0,0,
Clear,32,12,9,3,3,5,
Clear,3,2,0,0,0,1,
Clear,126,74,27,14,4,7,
Clear,177,99,46,20,3,9,
Clear,2198,1261,526,210,87,114,
Clear,24,18,4,1,0,1,
Clear,56,36,8,8,2,2,
Clear,330,159,93,42,12,24,
Clear,3,0,1,1,0,1,
