brand,total,5*,4*,3*,2*,1*,
TRESemme,8,6,1,0,0,1,
TRESemme,3,2,1,0,0,0,
TRESemme,44,29,6,4,1,4,
TRESemme,23,8,8,2,2,3,
TRESemme,8,3,3,1,0,1,
TRESemme,1191,805,252,76,21,37,
Vaseline,6539,4001,1541,556,188,253,
Vaseline,11616,7053,2693,1035,303,532,
Vaseline,11616,7053,2693,1035,303,532,
Vaseline,1421,822,329,149,54,67,
Vaseline,1421,822,329,149,54,67,
Vaseline,1999,1173,477,197,55,97,
Vaseline,212,140,40,14,7,11,
Vaseline,1045,568,246,114,57,60,
Vaseline,1082,674,262,86,24,36,
Vaseline,1712,973,446,164,52,77,
Vaseline,3757,2134,890,403,136,194,
Vaseline,2394,1332,529,279,98,156,
Vaseline,1045,568,246,114,57,60,
Vaseline,2007,1196,478,208,58,67,
Vaseline,57,33,12,4,3,5,
Vaseline,180,103,42,12,6,17,
Vaseline,57,33,12,4,3,5,
Vaseline,11,9,1,1,0,0,
Vaseline,7,3,1,0,2,1,
Vaseline,15,9,2,3,1,0,
Vaseline,170,92,37,18,11,12,
Vaseline,110,67,27,7,3,6,
Vaseline,15,7,3,3,1,1,
Vaseline,198,105,40,29,10,14,
Vaseline,212,140,40,14,7,11,
Vaseline,45,31,9,1,0,4,
Aviance,14,5,3,0,3,3,
Aviance,16,4,1,4,3,4,
Clear,973,601,216,83,22,51,
Clear,957,602,212,83,22,38,
Clear,358,213,78,36,8,23,
Clear,25,11,4,5,1,4,
Clear,2291,1429,477,213,71,101,
Clear,2145,1227,515,206,86,111,
Clear,160,92,40,17,3,8,
Clear,32,12,9,3,3,5,
Clear,322,156,89,41,12,24,
Clear,2,2,0,0,0,0,
Clear,5,3,0,0,1,1,
Clear,55,35,8,8,2,2,
Clear,21,16,3,1,0,1,
Clear,1812,1116,425,155,56,60,
Clear,500,334,108,35,11,12,
Clear,142,58,25,13,13,33,
Closeup,9,5,2,1,0,1,
Closeup,3,0,1,1,0,1,
Closeup,3,2,0,0,0,1,
Closeup,5,4,0,0,0,1,
Closeup,4,0,0,0,2,2,
Closeup,14,8,4,0,1,1,
Fair & Lovely,3111,1746,696,339,127,203,
Pears,3,3,0,0,0,0,
Pears,1215,718,296,120,37,44,
Pears,2083,1256,473,198,68,88,
Pears,51,17,11,8,2,13,
Pears,4,2,2,0,0,0,
Pears,285,156,64,38,10,17,
Pears,4,1,1,2,0,0,
Pears,29,14,9,2,1,3,
Pears,4,0,1,0,1,2,
Pears,7,2,1,1,0,3,
Pears,3,1,2,0,0,0,
Lakme,14378,8147,3269,1551,563,848,
Lakme,840,453,213,98,38,38,
Lakme,196,90,32,26,16,32,
Lakme,17568,9642,4365,2083,688,790,
Lakme,18228,10410,4471,1927,576,844,
Lakme,20230,11043,4941,2384,858,1004,
Lakme,6335,3503,1539,713,240,340,
Lakme,7659,4289,1713,816,347,494,
Lakme,2302,1370,524,236,77,95,
Lakme,1003,582,191,98,41,91,
Lakme,9141,5067,2337,956,310,471,
Lakme,1176,710,261,112,40,53,
Lakme,11237,6332,2667,1221,407,610,
Lakme,2580,1498,562,289,82,149,
Lakme,5339,2823,1378,636,214,288,
Lakme,21369,10056,4708,2848,1216,2541,
Lakme,4039,2239,1024,464,140,172,
Lakme,3473,2078,879,335,84,97,
Lakme,1584,892,369,164,50,109,
Lakme,2817,1480,713,365,112,147,
Lakme,188,127,37,16,2,6,
TIGI,80,50,13,5,4,8,
TIGI,21,14,3,4,0,0,
TIGI,26,15,6,1,0,4,
TIGI,31,18,7,1,2,3,
TIGI,6,3,0,2,0,1,
TIGI,38,25,5,5,0,3,
TIGI,28,21,5,1,0,1,
TIGI,9,4,3,1,1,0,
TIGI,4,2,1,0,1,0,
TIGI,21,14,3,1,0,3,
TIGI,76,48,17,6,1,4,
TIGI,5,3,1,1,0,0,
TIGI,14,6,4,2,1,1,
TIGI,14,7,2,2,0,3,
TIGI,8,4,3,0,1,0,
TIGI,12,7,1,1,1,2,
TIGI,9,6,2,1,0,0,
TIGI,3,3,0,0,0,0,
TIGI,75,44,16,8,3,4,
TIGI,19,11,6,0,1,1,
TIGI,27,13,7,5,1,1,
TIGI,34,21,8,2,0,3,
TIGI,11,7,1,1,0,2,
TIGI,22,11,5,1,2,3,
TIGI,20,11,4,1,1,3,
TIGI,4,0,1,0,0,3,
TIGI,48,25,9,7,2,5,
TIGI,3,2,1,0,0,0,
TIGI,86,55,19,3,1,8,
TIGI,4,2,1,1,0,0,
TIGI,41,26,8,3,0,4,
TIGI,23,14,5,2,1,1,
TIGI,9,6,2,0,0,1,
Toni&Guy,5,3,0,1,0,1,
Toni&Guy,3,2,1,0,0,0,
Toni&Guy,213,105,41,33,12,22,
Toni&Guy,26,11,6,3,0,6,
Toni&Guy,243,120,62,34,14,13,
Toni&Guy,5,2,0,2,0,1,
Toni&Guy,211,117,53,24,7,10,
Toni&Guy,201,104,49,23,11,14,
Toni&Guy,58,30,11,4,5,8,
Toni&Guy,3,2,0,0,0,1,
Toni&Guy,10,4,3,0,0,3,
Toni&Guy,4,1,1,1,0,1,
Toni&Guy,3,1,1,0,0,1,
Toni&Guy,282,122,64,53,13,30,
Brylcreem,156,63,38,20,12,23,
Brylcreem,14,7,4,1,1,1,
Brylcreem,227,118,53,35,7,14,
Brylcreem,23,11,5,3,1,3,
Brylcreem,21,11,5,3,1,1,
Brylcreem,13,7,3,3,0,0,
Brylcreem,22,12,4,5,1,0,
Brylcreem,2,2,0,0,0,0,
Brylcreem,210,107,52,29,8,14,
Brylcreem,15,8,1,1,2,3,
Brylcreem,24,13,4,4,1,2,
Brylcreem,70,32,17,8,4,9,
Brylcreem,18,13,3,1,1,0,
Brylcreem,112,49,26,15,4,18,
Brylcreem,33,18,4,5,1,5,
Brylcreem,402,233,69,44,23,33,
Brylcreem,36,17,7,2,3,7,
Brylcreem,9,3,3,1,0,2,
Brylcreem,5,0,2,0,3,0,
Brylcreem,20,12,5,1,0,2,
Brylcreem,52,25,14,4,6,3,
Brylcreem,50,29,9,7,1,4,
Brylcreem,41,13,6,14,2,6,
Brylcreem,191,105,35,25,12,14,
Brylcreem,24,18,5,0,0,1,
Brylcreem,6,5,0,0,0,1,
Brylcreem,12,7,2,2,0,1,
Brylcreem,110,59,33,15,1,2,
Brylcreem,352,196,69,44,18,25,
Elle 18,59,23,18,10,4,4,
Elle 18,2014,1158,492,213,60,91,
Elle 18,66,32,11,10,2,11,
Hamam,9,5,2,1,0,1,
Hamam,7,6,1,0,0,0,
Hamam,10,4,1,2,1,2,
Hamam,1,0,0,0,0,1,
Indulekha,2001,901,355,240,121,384,
Indulekha,2842,1327,446,315,200,554,
Indulekha,49,25,8,3,1,12,
Indulekha,9,6,1,0,1,1,
Indulekha,75,41,10,11,4,9,
Indulekha,40,17,12,6,2,3,
Indulekha,11,8,3,0,0,0,
Indulekha,30,12,8,6,1,3,
Indulekha,129,45,23,15,11,35,
Indulekha,63,32,11,5,5,10,
Indulekha,47,26,8,2,5,6,
Indulekha,94,49,16,12,3,14,
Indulekha,112,56,20,11,7,18,
Indulekha,6,4,1,0,1,0,
Indulekha,399,171,59,44,30,95,
Indulekha,1034,471,192,128,54,189,
Indulekha,503,247,85,57,20,94,
Lever ayush,12,6,4,1,0,1,
Lever ayush,417,224,112,52,14,15,
Lever ayush,35,21,9,1,2,2,
Lever ayush,227,137,46,26,8,10,
Lever ayush,19,11,2,0,1,5,
Liril,52,29,10,5,3,5,
Liril,73,30,13,10,8,12,
Liril,335,188,78,44,11,14,
Liril,64,35,9,12,2,6,
Liril,3,1,0,0,1,1,
Pure Derm,6,2,2,0,0,2,
Pure Derm,4,2,1,0,0,1,
Pure Derm,10,5,2,1,1,1,
Pure Derm,1,0,1,0,0,0,
Pure IT,71,40,20,5,3,3,
Pure IT,376,199,93,24,11,49,
Pure IT,44,23,10,6,1,4,
Pure IT,234,121,62,17,9,25,
Pure IT,216,126,46,11,7,26,
Pure IT,65,33,18,7,1,6,
Pure IT,5,3,1,1,0,0,
Pure IT,35,13,9,3,4,6,
Pure IT,268,123,65,27,21,32,
Pure IT,62,30,12,4,7,9,
Pure IT,32,14,11,3,2,2,
Pure IT,40,17,10,3,3,7,
Pure IT,38,17,7,6,4,4,
Pure IT,18,9,4,1,0,4,
Pure IT,3,0,3,0,0,0,
Pure IT,8,4,2,0,1,1,
Pure IT,315,180,72,30,7,26,
Pure IT,46,21,12,4,1,8,
Pure IT,106,56,18,12,3,17,
Pure IT,8,4,2,0,0,2,
Pure IT,145,63,38,13,4,27,
Pure IT,537,292,146,49,17,33,
Pure IT,89,35,25,9,1,19,
