brand,total,5*,4*,3*,2*,1*,nps,
Cif,14,7,1,2,3,1,
Cif,8,6,1,1,0,0,
Cif,4,3,0,0,0,1,
Cif,5,1,1,2,0,1,
Cif,21,14,4,0,0,3,
Cif,3,2,1,0,0,0,
Cif,55,29,14,7,1,4,
Cif,16,11,3,0,1,1,
Cif,5,3,1,1,0,0,
Cif,28,17,6,4,0,1,
Cif,5,3,0,0,0,2,
Cif,10,6,3,1,0,0,
Cif,3,3,0,0,0,0,
Cif,74,44,15,7,2,6,
Cif,3,2,0,1,0,0,
Cif,12,7,3,1,0,1,
Cif,19,10,7,2,0,0,
Cif,13,6,3,2,0,2,
Cif,75,44,17,9,4,1,
Comfort,64,33,18,9,1,3,
Comfort,11,8,0,2,1,0,
Comfort,428,194,114,64,29,27,
Comfort,34,14,8,4,3,5,
Comfort,19,9,6,2,1,1,
Comfort,3,3,0,0,0,0,
Domex,3,0,2,0,1,0,
Domex,4,3,0,1,0,0,
Domex,3,2,1,0,0,0,
Rin,32,22,1,1,1,7,
Rin,32,22,1,1,1,7,
Rin,8,7,1,0,0,0,
Rin,43,22,9,4,2,6,
Rin,17,8,1,3,3,2,
Rin,6,4,0,1,0,1,
Rin,22,8,6,2,1,5,
Rin,5,3,2,0,0,0,
Rin,5,3,2,0,0,0,
Rin,14,7,3,0,1,3,
Rin,22,10,2,3,2,5,
Rin,5,2,0,0,1,2,
Surf Excel,45,30,4,4,2,5,
Surf Excel,37,17,8,5,2,5,
Surf Excel,17,9,5,3,0,0,
Surf Excel,60,34,8,4,3,11,
Surf Excel,27,16,6,3,1,1,
Surf Excel,14,8,5,1,0,0,
Surf Excel,4,2,1,1,0,0,
Surf Excel,116,72,15,12,4,13,
Surf Excel,65,34,14,10,0,7,
Surf Excel,24,17,1,3,1,2,
Surf Excel,5,4,0,0,0,1,
Surf Excel,4,1,1,0,1,1,
Surf Excel,7,3,2,0,2,0,
Surf Excel,17,8,2,1,0,6,
Surf Excel,4,0,1,1,0,2,
Surf Excel,8,5,1,0,0,2,
Surf Excel,27,13,1,2,3,8,
Surf Excel,47,32,8,1,1,5,
Surf Excel,29,14,9,3,1,2,
Surf Excel,10,6,0,1,0,3,
Surf Excel,20,7,1,2,2,8,
Surf Excel,12,7,3,0,0,2,
Surf Excel,17,6,2,1,3,5,
Surf Excel,17,6,2,1,3,5,
Surf Excel,17,6,2,1,3,5,
Surf Excel,42,17,5,3,3,14,
Surf Excel,42,17,5,3,3,14,
Axe,402,152,52,46,28,124,
Axe,308,160,44,24,14,66,
Axe,48,30,15,3,0,0,
Axe,79,47,5,7,5,15,
Axe,14,7,4,2,0,1,
Axe,107,45,10,16,9,27,
Axe,74,29,12,10,4,19,
Axe,36,21,4,2,3,6,
Axe,11,4,0,1,2,4,
Axe,5,4,0,0,1,0,
Axe,6,6,0,0,0,0,
Axe,45,21,7,2,4,11,
Axe,8,4,1,0,1,2,
Axe,325,159,77,48,16,25,
Axe,17,9,3,1,2,2,
Axe,8,8,0,0,0,0,
Axe,4,3,1,0,0,0,
Axe,7,3,1,2,0,1,
Axe,5,1,2,2,0,0,
Axe,684,413,170,62,18,21,
